0.40459, 0.04201, 0.02683, 0.12243, 0.38036, 0.06956, 0.93421, 0.02577, 0.11973, 0.00106, 0.00270 
0.40262, 0.04278, 0.02604, 0.11940, 0.38500, 0.07076, 0.93306, 0.02498, 0.11664, 0.00105, 0.00276 
0.40082, 0.04355, 0.02528, 0.11642, 0.38942, 0.07193, 0.93193, 0.02423, 0.11361, 0.00105, 0.00280 
0.39918, 0.04431, 0.02454, 0.11349, 0.39362, 0.07306, 0.93083, 0.02350, 0.11064, 0.00104, 0.00285 
0.39771, 0.04507, 0.02382, 0.11061, 0.39761, 0.07417, 0.92975, 0.02280, 0.10772, 0.00103, 0.00289 
0.39639, 0.04582, 0.02314, 0.10779, 0.40139, 0.07525, 0.92870, 0.02212, 0.10487, 0.00102, 0.00292 
0.39521, 0.04658, 0.02247, 0.10503, 0.40496, 0.07630, 0.92767, 0.02147, 0.10208, 0.00100, 0.00295 
0.39417, 0.04733, 0.02183, 0.10232, 0.40834, 0.07732, 0.92666, 0.02083, 0.09934, 0.00099, 0.00298 
0.39326, 0.04808, 0.02120, 0.09968, 0.41153, 0.07831, 0.92568, 0.02023, 0.09667, 0.00098, 0.00300 
0.39249, 0.04882, 0.02060, 0.09709, 0.41454, 0.07928, 0.92471, 0.01964, 0.09407, 0.00096, 0.00302 
0.39183, 0.04957, 0.02002, 0.09455, 0.41736, 0.08022, 0.92377, 0.01907, 0.09152, 0.00095, 0.00303 
0.39130, 0.05031, 0.01946, 0.09208, 0.42001, 0.08114, 0.92285, 0.01853, 0.08904, 0.00093, 0.00304 
0.39088, 0.05106, 0.01892, 0.08967, 0.42249, 0.08203, 0.92195, 0.01800, 0.08661, 0.00092, 0.00305 
0.39056, 0.05180, 0.01839, 0.08731, 0.42481, 0.08289, 0.92107, 0.01749, 0.08425, 0.00090, 0.00305 
0.39035, 0.05254, 0.01789, 0.08501, 0.42697, 0.08374, 0.92021, 0.01700, 0.08195, 0.00088, 0.00305 
0.39024, 0.05328, 0.01740, 0.08277, 0.42897, 0.08456, 0.91938, 0.01653, 0.07971, 0.00087, 0.00305 
0.39022, 0.05403, 0.01693, 0.08058, 0.43083, 0.08535, 0.91855, 0.01607, 0.07753, 0.00085, 0.00304 
